Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
J	1	J	J		J	0	belly	"Also- "" you and baby should be belly belly to , which is one of the yummiest feelings in the world ."
J	1	J	J		J	0	belly	They may well have been communicating underwater as they drew near , but upon encountering one another , the leaders of both groups breached to confront each other belly belly to .
J	1	J	J		J	0	belly	Hc set his head down on my chest , so we were belly belly to .
J	1	J	J		J	0	belly	Yim hits a belly belly to that sends Shayna out of the ring .
J	1	J	J		J	0	belly	belly belly to and knee to knee .
J	1	J	J		J	0	belly	Among the females that were gathered near the sugar cane , Nami clung to another female , Haru , belly belly to , and the two rubbed genitals together activity with other female partners .
J	1	I	J	J	J	0	bike	Banked hard into bike bike to , but for comfort going down the road , the ' 79 is the clear-cut winner with its Cadillac ride .
F	1	F	F		F	0	bill	Now , what happened with the Balzers is they submitted their bill bill to of the month .
F	1	F	F		F	0	billion	NADLER : No , no . ( CROSSTALK ) ENSIGN : ... $20 billion billion to 
J	1	J	F	J	J	0	billionaire	billionaire billionaire to kids got a lot of stuff hey , doc well she had a great teacher and now you get to decide when you 're done racing so what 's it gon na be stinky stickers oh I 'm gon na keep racing but before I had something 's great exhibition
J	1	J	J		J	0	bird	As you know , most of it has been bird bird to or bird to animal infections .
I	1	I	I		I	0	bits	whats happening is that obama wants to take down anyone who questions him , and he wants to start with Trump first , because if he can get everyone to ignore Trump , then he can start dismantle-ling America bits bits to , without anyone noticing .
F	1	F	F		F	0	blackface	When the two tenors -- Anthony LaPaglia as the world-famous Merelli and Justin Bartha as the amateur in disguise -- came blackface blackface to at last , standing dumbfounded , the audience roared its approval as I mustered a wan chuckle .
J	1	J	J		J	0	blade	Men fought machines , blade blade to .
J	1	J	J		J	0	blade	The four rowed a really aggressive race , and got into a little ' blade blade to combat ' with Texas under the railroad bridge , but they escaped unscathed , executed the pass , and pulled off the win .
J	1	J	J		J	0	blade	Have you the guts to try again , blade blade to and pen to pen ?
J	1	J	J		J	0	blindman	hope of spending a minute or two without pain , and when I woke up in the sleeping balcony and looked out the small casement window beside the bed at the bare branches nodding outside in the grey morning tapping on the walls in an indecipherable but all too obviously minatory code , blindman blindman to and dead to in a month or so they 'd be green again , covered in the lushness of leaves and lifted by warmer breezes : the world was a cold barren empty place to which life no longer had the strength to return .
I	1	I	I		I	0	block	It was block block to , being a screener , being physical defensively . 
I	1	I	I		I	0	blog	Just clicking blog blog to and came across this ... beautiful cake ... thanks for sharing .
I	1	I	I		I	0	blog	"Mr Cook , I 'm not going to go blog blog to with you as I find that to be more suited to the "" no you did n't , yes you did "" stuff that chicks love doing online and anywhere else they glom ."
J	1	J	J		J	0	blood	Sojourner washes the hearts of battered women in the river All day she has been washing hearts ; leap of blood : blood blood to : water to water and the river is old and rich with the tears of women
J	1	J	J		J	0	blood	I think a lot of people are hysterical about it because they do n't understand that the transmission is based on blood blood to or sexual contact 
J	1	J	J		J	0	blood	It 's not uncommon for people locally to once they get their check , their government check , at the beginning of the month , to party for a week or two straight and do anything in that time , blood blood to contact , body fluid to body fluid , sex .
J	1	J	J		J	0	blood	The reason why I let her in my mix is because this is blood blood to before I listen to anybody else , OK ?
J	1	J	J		J	0	blood	If you give this music enough time , it will connect blood blood to .
J	1	J	J		J	0	boat	The Zodiacs neared each other and the guides shouted , boat boat to .
J	1	J	J		J	0	boat	Lake of the Ozarks Known to some only for its infamous Party Cove , where waterborne partiers cluster boat boat to in the summer for a sort of hedonistic floating Mardis Gras , the Lake of the Ozarks also has miles of serrated shoreline and some of the prettiest scenery in the Midwest .
J	1	F	J	J	J	0	body	McLuhan 's view parallels Mach 's view ; i.e. the continuing transformation of the relational space , the body body to to land relations we are included in is the ' physically real dynamic ' .
J	1	J	J		J	0	body	It was humid and dark , body body to .
J	1	J	J		J	0	body	Drizzt slammed into him , body body to , lifting his knee as 's abdo men .
J	1	J	J		J	0	body	She stepped through her bodyguards until she was nearly touching body body to with the tall Klingon . 
J	1	J	J		J	0	body	Protectively pressed body body to on the filthy cement floor of the garage .
J	1	J	J		J	0	body	Against the wall , on the carpet , on a chair , a couch , in taxis , in elevators , in parks , on rivers , on boats , in the woods , on balconies , in doorways at night they grappled body body to , breath to breath , tongue against tongue as if to enclose , enmesh , imprison once and forever essences , odors , flavors which eluded them at other times .
J	1	J	J		J	0	body	He was n't very old , in spite of his wife and three babies , and inside I was a girl who wanted to risk everything , a girl who could take his hand and say Now you can paint forever and ever , and I can paint with you , body body to , teach me , a girl with breasts that begged to be touched and lips to be kissed and a heart to be opened , we can drive away , go anywhere , I 'm not afraid .
J	1	J	J		J	0	body	The gardai were not lined body body to , rather strolling in pairs and flocked about in their soothing bluebird uniforms .
J	1	J	J		J	0	body	There is the embarrassing awkwardness of fitting body body to , but his touch has prepared her , and when with subdued intensity he presses for entrance she feels herself relax and open .
J	1	J	J		J	0	body	It is a physical reaction , body body to , as our hands sense the other 's agony .
J	1	J	J		J	0	body	Do it full-on , body body to .
J	1	J	J		J	0	body	"Female birds are packed body body to in tiny cages so small they ca n't flap their wings , "" he says , enunciating every syllable in a slight twang that hints at his Alabama childhood . """
J	1	J	J		J	0	body	In the mid-1960s Arturo was in his 40s when a bagual bull finally caught up with him in a peat bog we had crossed on the first day of our journey to so he was forced to face the bull alone and unarmed -- body body to , as Sebastin would have it . 
J	1	J	J		J	0	body	Packed body body to on rickety boats , : These newcomers were considered just inferior .
J	1	J	J		J	0	body	Come on , body body to !
J	1	J	J		J	0	body	Like , body body to .
J	1	J	J		J	0	body	"If the process of translation is a somatic one , to be taken on "" body body to , "" it is also located in a landscape seldom foregrounded , hidden under the "" unforgivingly previous "" so-called "" original . """
J	1	J	J		J	0	body	But my mind locks onto an image of my husband and Nate on the basketball court , two white men , covered in sweat , body body to , heads down , focused on the ball .
J	1	J	J		J	0	body	Dance is passed down body body to , so that its history slips out of life with its practitioners .
J	1	J	J		J	0	body	"He is "" unable to see or to hear properly "" ( 134 ) ; "" filled ... with excitement "" ( 159 ) ; and "" overcome by a feeling that both repelled and fascinated him--it was as though he and the young soldier were wrestling together naked , body body to "" ( 109 ) ."
F	1	J	F	F	F	0	bone	Ligaments connect bone bone to and , along with tendons , facilitate controlled movement .
F	1	J	F	F	F	0	bone	2 Binds bone bone to and muscle to bone .
F	1	J	F	F	F	0	bone	However , rather than connecting bone bone to , tendons connect muscle to bone , providing stability and a significant degree of Achilles tendon , which connects the gastroceus ( calf muscle ) and the calcaneus ( heel bone ) , are able to withstand force due to the flexing qualities of the supple collagen that forms a
